,Unnamed: 0,S_1_GRU_ID,S_1_HRU_ID,S_1_center_lat,S_1_center_lon,S_1_HRU_area,S_1_elev_mean,ID_t,lat_t,lon_t,order_t,AS1,IDS1,S_2_ID,S_2_lat,S_2_lon,S_2_elev_m,lat_s,lon_s,ID_s,S_2_lat_temp,S_2_lon_temp,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols,easymore_case
67,151,71031359,33,51.31929645649142,-116.1921087727054,43681770.89,2415.539345052886,33,51.31929645649142,51.31929645649142,87,43681770.91029658,87,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.5716325,7,42682150.4033393,0.9771158429219808,0.0879176894122089,0.9771158429219808,0.4216865292854849,2.0,1.0,1
68,156,71031503,34,51.36001537408404,-116.237274100702,30588043.79,2413.054304645063,34,51.36001537408404,51.36001537408404,90,30588043.807175577,90,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,7250364.036447165,0.2370326158205095,0.0150153897876479,0.2370326158205095,0.0170088197500117,1.0,1.0,1
69,157,71031503,34,51.36001537408404,-116.237274100702,30588043.79,2413.054304645063,34,51.36001537408404,51.36001537408404,90,30588043.807175577,90,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.5716325,7,23337679.77072841,0.7629673841794904,0.0480714973893153,0.7629673841794904,0.2305691042062537,2.0,1.0,1
70,163,71031506,35,51.34880685538449,-115.88016161561666,96221613.64,2371.327424044896,35,51.34880685538449,51.34880685538449,92,96221613.6698572,92,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,40720887.37470742,0.4231989656131055,0.083877834058703,0.4231989656131045,0.101534617927928,2.0,3.0,1
71,160,71031506,35,51.34880685538449,-115.88016161561666,96221613.64,2371.327424044896,35,51.34880685538449,51.34880685538449,92,96221613.6698572,92,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,30223587.151357524,0.3141039315247473,0.0622552500983689,0.3141039315247466,0.0793553606621654,2.0,2.0,1
72,161,71031506,35,51.34880685538449,-115.88016161561666,96221613.64,2371.327424044896,35,51.34880685538449,51.34880685538449,92,96221613.6698572,92,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,25277139.14379249,0.2626971028621495,0.0523485572659153,0.2626971028621488,0.1032752477038016,1.0,2.0,1
73,168,71031643,36,51.39109548258578,-116.26725593912336,21720997.01,2492.927133332092,36,51.39109548258578,51.39109548258578,95,21720997.02252514,95,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.5716325,7,3704314.238872861,0.1705407092976168,0.0076302329114366,0.1705407092976168,0.0365974863031008,2.0,1.0,1
74,167,71031643,36,51.39109548258578,-116.26725593912336,21720997.01,2492.927133332092,36,51.39109548258578,51.39109548258578,95,21720997.02252514,95,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,18016682.78365228,0.8294592907023832,0.0373122664347636,0.8294592907023832,0.0422658101606777,1.0,1.0,1
75,171,71031654,37,51.46186819008913,-116.10668080432956,23486539.95,2357.0340437189216,37,51.46186819008913,51.46186819008913,97,23486539.95945067,97,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,20769745.30542159,0.8843254622128417,0.0430138155799307,0.8843254622128413,0.084859310183805,1.0,2.0,1
76,170,71031654,37,51.46186819008913,-116.10668080432956,23486539.95,2357.0340437189216,37,51.46186819008913,51.46186819008913,97,23486539.95945067,97,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,2716794.654029089,0.1156745377871587,0.0056264389619855,0.1156745377871586,0.0063734000576914,1.0,1.0,1
77,174,71031687,38,51.39430363429774,-115.99659758662884,25187936.16,2516.085360689106,38,51.39430363429774,51.39430363429774,99,25187936.173908144,99,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,5090036.137978069,0.2020823025290484,0.0104845752157955,0.2020823025290485,0.0133644511318228,2.0,2.0,1
78,175,71031687,38,51.39430363429774,-115.99659758662884,25187936.16,2516.085360689106,38,51.39430363429774,51.39430363429774,99,25187936.173908144,99,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,20097900.03593006,0.797917697470951,0.0416224346026871,0.7979176974709514,0.0821143402633302,1.0,2.0,1
79,177,71031838,39,51.46258232849896,-116.01169247923067,61013574.99,2399.790764952759,39,51.46258232849896,51.46258232849896,101,61013575.0119043,101,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,61013575.0119043,1.0,0.1263581534025483,1.0,0.2492842262252741,1.0,2.0,1
80,180,71031893,40,51.49619964748946,-116.34338149531358,40386682.94,2382.656989395468,40,51.49619964748946,51.49619964748946,103,40386682.95684546,103,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,30785688.920558646,0.7622732709555324,0.0637566771405839,0.7622732709555322,0.0722209576095029,1.0,1.0,1
81,179,71031893,40,51.49619964748946,-116.34338149531358,40386682.94,2382.656989395468,40,51.49619964748946,51.49619964748946,103,40386682.95684546,103,2.0,51.5,-116.5,2093,51.5,-116.5,2,51.5,-116.5,482862192.6558567,2,9600994.036286823,0.2377267290444677,0.0198835075148026,0.2377267290444677,0.1431431547608113,1.0,0.0,1
82,183,71032102,41,51.53478776587984,-116.09255707555968,41510866.47,2364.009798590133,41,51.53478776587984,51.53478776587984,105,41510866.48491392,105,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,38247576.85927802,0.9213870992834644,0.0792101296001335,0.9213870992834644,0.1562687910107963,1.0,2.0,1
83,182,71032102,41,51.53478776587984,-116.09255707555968,41510866.47,2364.009798590133,41,51.53478776587984,51.53478776587984,105,41510866.48491392,105,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,3263289.625635912,0.0786129007165358,0.0067582214455154,0.0786129007165357,0.0076554369898539,1.0,1.0,1
84,187,71032185,42,51.59395268097647,-116.4240552675852,56069027.6,2485.785724368872,42,51.59395268097647,51.59395268097647,107,56069027.62402739,107,1.0,51.75,-116.5,2243,51.75,-116.5,1,51.75,-116.5,480236308.7281018,1,2471821.360291907,0.0440853259818733,0.0051470938689298,0.0440853259818733,0.0255513213252885,0.0,0.0,1
85,189,71032185,42,51.59395268097647,-116.4240552675852,56069027.6,2485.785724368872,42,51.59395268097647,51.59395268097647,107,56069027.62402739,107,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,5579010.762726097,0.0995025417622065,0.0115540434674318,0.0995025417622065,0.0130879481319234,1.0,1.0,1
86,186,71032185,42,51.59395268097647,-116.4240552675852,56069027.6,2485.785724368872,42,51.59395268097647,51.59395268097647,107,56069027.62402739,107,2.0,51.5,-116.5,2093,51.5,-116.5,2,51.5,-116.5,482862192.6558567,2,48018195.50100936,0.8564121322559197,0.0994449270026669,0.8564121322559201,0.7159129527586072,1.0,0.0,1
87,193,71032217,43,51.59918963912314,-116.22869646254482,50687638.6,2413.538904729149,43,51.59918963912314,51.59918963912314,109,50687638.62294872,109,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,42248813.39787085,0.8335131512467577,0.087496627485962,0.833513151246757,0.0991126029153698,1.0,1.0,1
88,192,71032217,43,51.59918963912314,-116.22869646254482,50687638.6,2413.538904729149,43,51.59918963912314,51.59918963912314,109,50687638.62294872,109,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,8438825.225077908,0.1664868487532431,0.0175722349012441,0.166486848753243,0.0624757331837608,0.0,1.0,1
89,198,71032292,44,51.62616227067477,-116.0863294526512,23691696.3,2552.319670473011,44,51.62616227067477,51.62616227067477,111,23691696.31388145,111,9.0,51.75,-116.0,2223,51.75,-116.0,9,51.75,-116.0,480236308.7281388,9,12808433.693832742,0.5406296587690101,0.0266711064137459,0.54062965876901,0.6310430165053381,0.0,2.0,1
90,195,71032292,44,51.62616227067477,-116.0863294526512,23691696.3,2552.319670473011,44,51.62616227067477,51.62616227067477,111,23691696.31388145,111,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,56178.548359521854,0.0023712336852218,0.0001169810514917,0.0023712336852218,0.0004159104975335,0.0,1.0,1
91,197,71032292,44,51.62616227067477,-116.0863294526512,23691696.3,2552.319670473011,44,51.62616227067477,51.62616227067477,111,23691696.31388145,111,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,10827084.071689188,0.4569991075457681,0.0224227206775846,0.456999107545768,0.0442364059893298,1.0,2.0,1
92,203,71032409,45,51.66354186840376,-116.17843071110184,60688513.75,2430.2113419923253,45,51.66354186840376,51.66354186840376,113,60688513.771121085,113,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,51831162.39653404,0.8540522608941883,0.1079284540850317,0.8540522608941883,0.3837251970649915,0.0,1.0,1
93,206,71032409,45,51.66354186840376,-116.17843071110184,60688513.75,2430.2113419923253,45,51.66354186840376,51.66354186840376,113,60688513.771121085,113,9.0,51.75,-116.0,2223,51.75,-116.0,9,51.75,-116.0,480236308.7281388,9,7238676.441068951,0.1192758891471405,0.0150731552560861,0.1192758891471405,0.3566334749484417,0.0,2.0,1
94,204,71032409,45,51.66354186840376,-116.17843071110184,60688513.75,2430.2113419923253,45,51.66354186840376,51.66354186840376,113,60688513.771121085,113,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,1618674.9335180852,0.026671849958671,0.0033522503068934,0.026671849958671,0.0037972921138401,1.0,1.0,1
95,209,71032422,46,51.672281977585385,-116.3030152669505,47629683.0,2407.4173527545177,46,51.672281977585385,51.672281977585385,115,47629683.01713226,115,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,47629683.01713226,1.0,0.0991796791526891,1.0,0.3526200968071347,0.0,1.0,1
96,213,71032440,47,51.667509287412265,-116.45110958461676,86940813.87,2398.2599948145635,47,51.667509287412265,51.667509287412265,117,86940813.89501904,117,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,4771513.865870708,0.0548823234117903,0.0099357624135235,0.0548823234117903,0.0353252756415513,0.0,1.0,1
97,211,71032440,47,51.667509287412265,-116.45110958461676,86940813.87,2398.2599948145635,47,51.667509287412265,51.667509287412265,117,86940813.89501904,117,2.0,51.5,-116.5,2093,51.5,-116.5,2,51.5,-116.5,482862192.6558567,2,2147231.8208946227,0.0246976273248074,0.004446883300356,0.0246976273248074,0.0320135119013707,1.0,0.0,1
98,214,71032440,47,51.667509287412265,-116.45110958461676,86940813.87,2398.2599948145635,47,51.667509287412265,51.667509287412265,117,86940813.89501904,117,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,386596.52112786873,0.0044466632391397,0.0008006353096344,0.0044466632391397,0.0009069269502594,1.0,1.0,1
99,212,71032440,47,51.667509287412265,-116.45110958461676,86940813.87,2398.2599948145635,47,51.667509287412265,51.667509287412265,117,86940813.89501904,117,1.0,51.75,-116.5,2243,51.75,-116.5,1,51.75,-116.5,480236308.7281018,1,79635471.68712577,0.9159733860242616,0.1658255951076232,0.9159733860242624,0.823195218981511,0.0,0.0,1
100,0,71028585,48,51.15181715500732,-115.58027472189,508126.212,2113.275575029089,48,51.15181715500732,51.15181715500732,1,508126.2124766382,1,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,508126.2124766382,1.0,0.0010466502298635,1.0,0.0065868634685064,2.0,4.0,1
101,5,71028597,49,51.1774712006235,-115.6114022642511,3781836.401,1704.8815968540737,49,51.1774712006235,51.1774712006235,5,3781836.4023083136,5,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,626623.1367237269,0.1656928195892492,0.0012907329596187,0.1656928195892492,0.001562439938663,2.0,3.0,1
102,6,71028597,49,51.1774712006235,-115.6114022642511,3781836.401,1704.8815968540737,49,51.1774712006235,51.1774712006235,5,3781836.4023083136,5,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,3155213.265584586,0.8343071804107506,0.0064991819130852,0.8343071804107508,0.0409011747162748,2.0,4.0,1
103,11,71028609,50,51.17415542030264,-115.6486801352786,7747911.174,1775.0189928296886,50,51.17415542030264,51.17415542030264,8,7747911.176707938,8,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,7726285.817409422,0.9972088787796732,0.0159147838238246,0.9972088787796732,0.0192649406495963,2.0,3.0,1
104,12,71028609,50,51.17415542030264,-115.6486801352786,7747911.174,1775.0189928296886,50,51.17415542030264,51.17415542030264,8,7747911.176707938,8,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,21625.3592985156,0.0027911212203266,4.454441972271666e-05,0.0027911212203266,0.0002803305274538,2.0,4.0,1
105,15,71028676,51,51.19774089470782,-115.75549412034869,40539816.09,1744.985064444409,51,51.19774089470782,51.19774089470782,11,40539816.110042825,11,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,40539816.110042825,1.0,0.0835048592423494,1.0,0.1010831296903002,2.0,3.0,1
106,19,71028700,52,51.23543680780609,-115.83561956427783,4516368.174,1665.4638240180705,52,51.23543680780609,51.23543680780609,14,4516368.175248671,14,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,4516368.175248671,1.0,0.00930292055931,1.0,0.0112612407700268,2.0,3.0,1
107,23,71028740,53,51.26225145639907,-115.8918289620125,23496370.49,1738.719188719078,53,51.26225145639907,51.26225145639907,17,23496370.506043088,17,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,17993142.671111844,0.7657839182644888,0.0370626951538208,0.7657839182644884,0.0472429800923794,2.0,2.0,1
108,24,71028740,53,51.26225145639907,-115.8918289620125,23496370.49,1738.719188719078,53,51.26225145639907,51.26225145639907,17,23496370.506043088,17,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,5503227.834931255,0.2342160817355117,0.0113356771152366,0.2342160817355116,0.0137219046934902,2.0,3.0,1
109,31,71028852,54,51.30596203259391,-116.0179012630657,57158207.1,1684.8137203694423,54,51.30596203259391,51.30596203259391,20,57158207.12453954,20,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,57158207.12453954,1.0,0.1177358088532767,1.0,0.150075175340888,2.0,2.0,1
110,40,71028904,55,51.35946874854424,-116.09386932772335,18383179.55,1678.4244692442846,55,51.35946874854424,51.35946874854424,23,18383179.564349107,23,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,3985574.5893747183,0.2168055082867181,0.0082540622355475,0.2168055082867184,0.016283931524772,1.0,2.0,1
111,38,71028904,55,51.35946874854424,-116.09386932772335,18383179.55,1678.4244692442846,55,51.35946874854424,51.35946874854424,23,18383179.564349107,23,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.5716325,7,976912.689179,0.0531416606011697,0.0020122675539647,0.0531416606011698,0.0096515971529544,2.0,1.0,1
112,39,71028904,55,51.35946874854424,-116.09386932772335,18383179.55,1678.4244692442846,55,51.35946874854424,51.35946874854424,23,18383179.564349107,23,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,13420692.285795366,0.7300528311121108,0.0276442551495054,0.7300528311121117,0.0352375074256332,2.0,2.0,1
113,47,71028957,56,51.39008027257136,-116.12377300815962,23012178.55,1679.4948833739263,56,51.39008027257136,51.39008027257136,26,23012178.5597764,26,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.5716325,7,2914762.6470026136,0.1266617430171259,0.0060038961178824,0.126661743017126,0.0287969592134079,2.0,1.0,1
114,46,71028957,56,51.39008027257136,-116.12377300815962,23012178.55,1679.4948833739263,56,51.39008027257136,51.39008027257136,26,23012178.5597764,26,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,7761986.212491502,0.3372990606834107,0.0160749512605191,0.337299060683411,0.0182090476735617,1.0,1.0,1
115,48,71028957,56,51.39008027257136,-116.12377300815962,23012178.55,1679.4948833739263,56,51.39008027257136,51.39008027257136,26,23012178.5597764,26,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,856772.797475084,0.0372312771365619,0.0017648006015028,0.0372312771365619,0.002249551451609,2.0,2.0,1
116,49,71028957,56,51.39008027257136,-116.12377300815962,23012178.55,1679.4948833739263,56,51.39008027257136,51.39008027257136,26,23012178.5597764,26,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,11478656.902807182,0.4988079191629006,0.0237721177540758,0.498807919162901,0.046898548455215,1.0,2.0,1
117,54,71028974,57,51.43032139185458,-116.15568654805112,9489160.638,1709.6730152445498,57,51.43032139185458,51.43032139185458,29,9489160.641015971,29,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,9489160.641015971,1.0,0.0196519023136225,1.0,0.0222608716073566,1.0,1.0,1
118,56,71029016,58,51.41006195139335,-116.17630663395144,8144048.825,1651.6449719923164,58,51.41006195139335,51.41006195139335,31,8144048.827668622,31,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,8144048.827668622,1.0,0.0168661969223002,1.0,0.0191053384145643,1.0,1.0,1
119,58,71029071,59,51.442111471106266,-116.20075239478494,9518971.44,1618.189980397106,59,51.442111471106266,51.442111471106266,33,9518971.442847349,33,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,9518971.442847349,1.0,0.0197136400149476,1.0,0.0223308055516943,1.0,1.0,1
120,60,71029528,60,51.51439567756477,-116.28019195941084,56359210.36,1763.1302202019258,60,51.51439567756477,51.51439567756477,35,56359210.38422401,35,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,56359210.38422401,1.0,0.1167190375254402,1.0,0.1322145544498744,1.0,1.0,1
121,63,71029778,61,51.605363523788526,-116.32415907299576,14559765.94,1845.3284817415129,61,51.605363523788526,51.605363523788526,37,14559765.951644504,37,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,1934081.3979841392,0.1328373961784521,0.0040273535399816,0.132837396178452,0.0143187173751446,0.0,1.0,1
122,64,71029778,61,51.605363523788526,-116.32415907299576,14559765.94,1845.3284817415129,61,51.605363523788526,51.605363523788526,37,14559765.951644504,37,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,12625684.553660369,0.8671626038215482,0.026147593963019,0.8671626038215479,0.0296189255759008,1.0,1.0,1
123,66,71029798,62,51.14314599716791,-115.67746131737756,4979481.209,1659.4221740126222,62,51.14314599716791,51.14314599716791,39,4979481.210326449,39,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,4979481.210326449,1.0,0.0102568515959604,1.0,0.012415979974047,2.0,3.0,1
124,69,71029857,63,51.20818380959291,-115.58813219339504,12757983.3,1727.5450937962864,63,51.20818380959291,51.20818380959291,42,12757983.305280743,42,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,12757983.305280743,1.0,0.0262791917267634,1.0,0.1653823245129916,2.0,4.0,1
125,74,71029963,64,51.11441073713066,-115.67834317285975,8515232.819,1706.2268354907878,64,51.11441073713066,51.11441073713066,45,8515232.821734887,45,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,7347053.527295399,0.8628129942075403,0.0150528074484612,0.8628129942075407,0.0443324673882154,3.0,3.0,1
126,73,71029963,64,51.11441073713066,-115.67834317285975,8515232.819,1706.2268354907878,64,51.11441073713066,51.11441073713066,45,8515232.821734887,45,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1168179.2944394834,0.1371870057924593,0.0024062429707921,0.1371870057924593,0.0029127714541383,2.0,3.0,1
127,78,71029992,65,51.50297300797191,-116.1826173551779,37301371.0,1796.2653492576833,65,51.50297300797191,51.50297300797191,48,37301371.01899659,48,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,37301371.01899659,1.0,0.0772505521996336,1.0,0.0875062676716739,1.0,1.0,1
128,81,71030071,66,51.09190449100947,-115.6602584119185,4735971.273,1745.9620791015625,66,51.09190449100947,51.09190449100947,51,4735971.274494945,51,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,4735971.274494945,1.0,0.0097031637800873,1.0,0.0285770739655086,3.0,3.0,1
129,84,71030100,67,51.204514322045625,-115.84967206912071,8882157.206,1718.4629421245725,67,51.204514322045625,51.204514322045625,53,8882157.208563516,53,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,218713.9044478785,0.0246239623226901,0.0004505120041908,0.0246239623226901,0.0005742574725618,2.0,2.0,1
130,85,71030100,67,51.204514322045625,-115.84967206912071,8882157.206,1718.4629421245725,67,51.204514322045625,51.204514322045625,53,8882157.208563516,53,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,8663443.304115636,0.9753760376773096,0.0178451626840269,0.9753760376773098,0.0216016757623511,2.0,3.0,1
131,91,71030270,68,51.592764570607855,-116.1368002645342,8234952.21,1891.5113396812008,68,51.592764570607855,51.592764570607855,56,8234952.212334117,56,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,7546911.570849733,0.9164487390158922,0.0156295350632833,0.9164487390158922,0.0177044984131254,1.0,1.0,1
132,92,71030270,68,51.592764570607855,-116.1368002645342,8234952.21,1891.5113396812008,68,51.592764570607855,51.592764570607855,56,8234952.212334117,56,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,688040.6414843844,0.0835512609841078,0.0014249213377008,0.0835512609841078,0.0028111396339341,1.0,2.0,1
133,95,71030287,69,51.39430440778611,-116.0554979897056,16589403.86,1774.5584678019272,69,51.39430440778611,51.39430440778611,58,16589403.873918392,58,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,4482449.865108852,0.2701995743292555,0.0092330548325802,0.2701995743292555,0.0117691663770563,2.0,2.0,1
134,96,71030287,69,51.39430440778611,-116.0554979897056,16589403.86,1774.5584678019272,69,51.39430440778611,51.39430440778611,58,16589403.873918392,58,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,12106954.00880954,0.7298004256707445,0.0250733111702481,0.7298004256707445,0.0494655928855539,1.0,2.0,1
135,99,71030302,70,51.18397181606968,-115.90111519905076,6217552.569,1820.677523641976,70,51.18397181606968,51.18397181606968,61,6217552.570314779,61,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,6217552.570314779,1.0,0.0128070598743378,1.0,0.0163248698502401,2.0,2.0,1
