,Unnamed: 0,S_1_GRU_ID,S_1_HRU_ID,S_1_center_lat,S_1_center_lon,S_1_HRU_area,S_1_elev_mean,ID_t,lat_t,lon_t,order_t,AS1,IDS1,S_2_ID,S_2_lat,S_2_lon,S_2_elev_m,lat_s,lon_s,ID_s,S_2_lat_temp,S_2_lon_temp,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols,easymore_case
136,102,71030418,71,51.036610173572775,-115.6042253697221,19882074.17,1851.7455949884695,71,51.036610173572775,51.036610173572775,63,19882074.184661254,63,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,5079272.668962795,0.2554699586062999,0.0104065273486954,0.2554699586063002,0.0306485707659651,3.0,3.0,1
137,103,71030418,71,51.036610173572775,-115.6042253697221,19882074.17,1851.7455949884695,71,51.036610173572775,51.036610173572775,63,19882074.184661254,63,20.0,51.0,-115.5,2041,51.0,-115.5,20,51.0,-115.5,488085265.9845576,20,14802801.51569844,0.7445300413936989,0.0303283105377878,0.7445300413936997,0.1919051585253766,3.0,4.0,1
138,106,71030527,72,51.05683408062537,-115.66216247510248,5519513.475,1862.8642035457171,72,51.05683408062537,51.05683408062537,65,5519513.476157167,65,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,5519513.476157167,1.0,0.0113085025523647,1.0,0.0333050045533872,3.0,3.0,1
139,108,71030563,73,51.07647374486839,-115.70074861784632,7282267.006,1829.3687234984895,73,51.07647374486839,51.07647374486839,67,7282267.008222622,67,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,7282267.008222622,1.0,0.0149200713804258,1.0,0.0439415424775257,3.0,3.0,1
140,111,71030690,74,51.11887833969609,-115.74579612473038,16006456.73,1793.0929272320675,74,51.11887833969609,51.11887833969609,69,16006456.735340836,69,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,4783359.510204003,0.2988393739660552,0.0098528755414405,0.2988393739660551,0.011926964552893,2.0,3.0,1
141,112,71030690,74,51.11887833969609,-115.74579612473038,16006456.73,1793.0929272320675,74,51.11887833969609,51.11887833969609,69,16006456.735340836,69,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,11223097.225136835,0.7011606260339451,0.0229941323930349,0.7011606260339448,0.0677206978116718,3.0,3.0,1
142,118,71030774,75,51.12825107222597,-115.59257831913648,19199563.48,1753.8234884600572,75,51.12825107222597,51.12825107222597,72,19199563.492881108,72,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,278444.3893136844,0.0145026416572922,0.0005735462507611,0.0145026416572922,0.000694281154116,2.0,3.0,1
143,120,71030774,75,51.12825107222597,-115.59257831913648,19199563.48,1753.8234884600572,75,51.12825107222597,51.12825107222597,72,19199563.492881108,72,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,10665290.95733417,0.5554965331002807,0.0219686151943379,0.5554965331002807,0.1382546573329679,2.0,4.0,1
144,121,71030774,75,51.12825107222597,-115.59257831913648,19199563.48,1753.8234884600572,75,51.12825107222597,51.12825107222597,72,19199563.492881108,72,20.0,51.0,-115.5,2041,51.0,-115.5,20,51.0,-115.5,488085265.9845576,20,8255828.146233253,0.4300008252424271,0.0169147251957703,0.4300008252424271,0.1070294705688625,3.0,4.0,1
145,129,71030784,76,51.1474875231419,-115.90900726795508,5189854.603,1933.919295247396,76,51.1474875231419,51.1474875231419,75,5189854.604860691,75,12.0,51.0,-116.0,1848,51.0,-116.0,12,51.0,-116.0,488085265.9845576,12,630205.4112063277,0.121430263309514,0.0012911789294337,0.1214302633095138,0.02777329830258,3.0,2.0,1
146,128,71030784,76,51.1474875231419,-115.90900726795508,5189854.603,1933.919295247396,76,51.1474875231419,51.1474875231419,75,5189854.604860691,75,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,4559649.193654374,0.878569736690488,0.009392071811007,0.8785697366904862,0.0119718617265172,2.0,2.0,1
147,132,71030838,77,51.15927509283283,-115.95593479198082,11625580.54,1900.087889319739,77,51.15927509283283,51.15927509283283,77,11625580.546348874,77,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,11625580.546348874,1.0,0.0239466420986753,1.0,0.0305242436161695,2.0,2.0,1
148,137,71030896,78,51.1764239908207,-115.8680239833861,2263750.269,1874.36350994975,78,51.1764239908207,51.1764239908207,79,2263750.269179316,79,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,445665.9704189962,0.1968706427059044,0.0009179931657291,0.1968706427059045,0.0011701451465818,2.0,2.0,1
149,138,71030896,78,51.1764239908207,-115.8680239833861,2263750.269,1874.36350994975,78,51.1764239908207,51.1764239908207,79,2263750.269179316,79,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1818084.2987603191,0.8031293572940952,0.0037449324645825,0.8031293572940954,0.0045332630631731,2.0,3.0,1
150,141,71031094,79,51.24769720206829,-115.61701754542986,7169259.936,1861.6985952637085,79,51.24769720206829,51.24769720206829,81,7169259.937874724,81,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1348335.6924671794,0.188071809942894,0.0027773333234981,0.1880718099428938,0.0033619785372918,2.0,3.0,1
151,142,71031094,79,51.24769720206829,-115.61701754542986,7169259.936,1861.6985952637085,79,51.24769720206829,51.24769720206829,81,7169259.937874724,81,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,5820924.245407551,0.8119281900571068,0.0119900755951541,0.8119281900571061,0.0754569087828374,2.0,4.0,1
152,145,71031120,80,51.24709120001692,-116.00530722301284,34357872.44,1769.9297779075466,80,51.24709120001692,51.24709120001692,83,34357872.451029144,83,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,34357872.451029144,1.0,0.0707711474344502,1.0,0.0902103825823876,2.0,2.0,1
153,150,71031296,81,51.24942149989891,-115.67807010715404,22920267.11,1845.7322665075608,81,51.24942149989891,51.24942149989891,86,22920267.121589582,86,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,1478949.3137362876,0.0645258323513691,0.0030463743085283,0.0645258323513691,0.0191716879925183,2.0,4.0,1
154,149,71031296,81,51.24942149989891,-115.67807010715404,22920267.11,1845.7322665075608,81,51.24942149989891,51.24942149989891,86,22920267.121589582,86,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,21441317.807853308,0.9354741676486314,0.044165326765548,0.9354741676486308,0.0534623912160584,2.0,3.0,1
155,154,71031359,82,51.34018238275296,-116.16110576889292,14299198.85,1865.9531506917565,82,51.34018238275296,51.34018238275296,88,14299198.859824112,88,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,1323690.7315064173,0.0925709715965653,0.002726569057807,0.0925709715965652,0.0034754959719974,2.0,2.0,1
156,153,71031359,82,51.34018238275296,-116.16110576889292,14299198.85,1865.9531506917565,82,51.34018238275296,51.34018238275296,88,14299198.859824112,88,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.5716325,7,12975508.128317708,0.9074290284034356,0.026727254433314,0.9074290284034348,0.1281940327898243,2.0,1.0,1
157,158,71031503,83,51.38142111066598,-116.19790772646944,6868907.926,1874.7576618478367,83,51.38142111066598,51.38142111066598,91,6868907.927701588,91,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,4835054.726654945,0.7039044310312669,0.0100133222277359,0.703904431031266,0.011342682093438,1.0,1.0,1
158,159,71031503,83,51.38142111066598,-116.19790772646944,6868907.926,1874.7576618478367,83,51.38142111066598,51.38142111066598,91,6868907.927701588,91,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.5716325,7,2033853.2010466529,0.2960955689687345,0.0041893782845968,0.2960955689687341,0.0200938446006328,2.0,1.0,1
159,164,71031506,84,51.298102874453775,-115.8393745409986,25833051.49,1828.333086238984,84,51.298102874453775,51.298102874453775,93,25833051.50358151,93,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,3943466.436602315,0.1526519790376135,0.0081228441890682,0.1526519790376136,0.0103540059546394,2.0,2.0,1
160,165,71031506,84,51.298102874453775,-115.8393745409986,25833051.49,1828.333086238984,84,51.298102874453775,51.298102874453775,93,25833051.50358151,93,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,21889585.066979174,0.8473480209623857,0.0450886781264583,0.8473480209623864,0.0545801135403812,2.0,3.0,1
161,169,71031643,85,51.4095107590013,-116.22338501481194,8966624.293,1797.1932520877829,85,51.4095107590013,51.4095107590013,96,8966624.295579968,96,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,8966624.295579968,1.0,0.0185697377677469,1.0,0.0210350398466791,1.0,1.0,1
162,172,71031654,86,51.4226409821485,-116.13531621693788,6938022.593,1715.601186077139,86,51.4226409821485,51.4226409821485,98,6938022.594736036,98,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,6048760.901936073,0.8718277894519028,0.0125268886111491,0.871827789451903,0.0141899473426114,1.0,1.0,1
163,173,71031654,86,51.4226409821485,-116.13531621693788,6938022.593,1715.601186077139,86,51.4226409821485,51.4226409821485,98,6938022.594736036,98,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,889261.6927999615,0.128172210548097,0.0018416469674478,0.128172210548097,0.0036332719883757,1.0,2.0,1
164,176,71031687,87,51.427425081736814,-116.02474325810772,2745904.367,1879.1256612341,87,51.427425081736814,51.427425081736814,100,2745904.36827726,100,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,2745904.36827726,1.0,0.0056867247219624,1.0,0.0112189893085439,1.0,2.0,1
165,178,71031838,88,51.45050958247174,-116.0199059673404,4087256.991,1909.600416386488,88,51.45050958247174,51.45050958247174,102,4087256.992287736,102,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,4087256.992287736,1.0,0.0084646448913437,1.0,0.0166993770895656,1.0,2.0,1
166,181,71031893,89,51.46128961015833,-116.2830678245405,30322387.93,1758.5804202763911,89,51.46128961015833,51.46128961015833,104,30322387.943187326,104,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,30322387.943187326,1.0,0.0627971881095148,1.0,0.0711340876572495,1.0,1.0,1
167,184,71032102,90,51.5625281935801,-116.1171462532883,6558010.919,1907.6234737221712,90,51.5625281935801,51.5625281935801,106,6558010.920810971,106,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,2780447.4865693324,0.423977257760574,0.0057582629761832,0.4239772577605742,0.0065227249122521,1.0,1.0,1
168,185,71032102,90,51.5625281935801,-116.1171462532883,6558010.919,1907.6234737221712,90,51.5625281935801,51.5625281935801,106,6558010.920810971,106,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,3777563.434241635,0.5760227422394254,0.007823274407681,0.5760227422394257,0.0154340567248859,1.0,2.0,1
169,191,71032185,91,51.58664074923741,-116.37647384135936,15443935.43,1815.5280036661727,91,51.58664074923741,51.58664074923741,108,15443935.434791371,108,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,8137683.619543683,0.5269177441140741,0.0168530146764716,0.526917744114075,0.0190904061053555,1.0,1.0,1
170,190,71032185,91,51.58664074923741,-116.37647384135936,15443935.43,1815.5280036661727,91,51.58664074923741,51.58664074923741,108,15443935.434791371,108,2.0,51.5,-116.5,2093,51.5,-116.5,2,51.5,-116.5,482862192.6558567,2,7306251.815247665,0.4730822558859242,0.0151311324977868,0.473082255885925,0.1089303805792106,1.0,0.0,1
171,194,71032217,92,51.58505420065362,-116.18897195148662,6147798.287,1923.8615226081024,92,51.58505420065362,51.58505420065362,110,6147798.288901833,110,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,6147798.288901833,1.0,0.012731993480555,1.0,0.0144222817543657,1.0,1.0,1
172,199,71032292,93,51.62108173417444,-116.11673727827014,1899612.839,1929.2600221445864,93,51.62108173417444,51.62108173417444,112,1899612.8394514068,112,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,9363.384969832094,0.004929101749247,1.949745323220025e-05,0.004929101749247,6.932058971119008e-05,0.0,1.0,1
173,201,71032292,93,51.62108173417444,-116.11673727827014,1899612.839,1929.2600221445864,93,51.62108173417444,51.62108173417444,112,1899612.8394514068,112,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,1175887.6886908745,0.6190143929699177,0.0024352448930058,0.6190143929699176,0.0048043448125427,1.0,2.0,1
174,202,71032292,93,51.62108173417444,-116.11673727827014,1899612.839,1929.2600221445864,93,51.62108173417444,51.62108173417444,112,1899612.8394514068,112,9.0,51.75,-116.0,2223,51.75,-116.0,9,51.75,-116.0,480236308.7281388,9,250133.2523474749,0.1316759116135009,0.0005208545205795,0.1316759116135008,0.0123235085462201,0.0,2.0,1
175,200,71032292,93,51.62108173417444,-116.11673727827014,1899612.839,1929.2600221445864,93,51.62108173417444,51.62108173417444,112,1899612.8394514068,112,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,464228.51344322594,0.2443805936673345,0.0009614099436731,0.2443805936673345,0.0010890458835279,1.0,1.0,1
176,207,71032409,94,51.63921304839715,-116.14834587281784,5102855.692,1946.3547414463767,94,51.63921304839715,51.63921304839715,114,5102855.693556312,114,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,4401880.3384776125,0.8626307704597911,0.0091660714912107,0.8626307704597914,0.0325887424136137,0.0,1.0,1
177,208,71032409,94,51.63921304839715,-116.14834587281784,5102855.692,1946.3547414463767,94,51.63921304839715,51.63921304839715,114,5102855.693556312,114,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,700975.3550786965,0.1373692295402084,0.0014517089259423,0.1373692295402085,0.0016444365281245,1.0,1.0,1
178,210,71032422,95,51.64787220465635,-116.32313465267656,3299650.87,1934.536977016752,95,51.64787220465635,51.64787220465635,116,3299650.8712330936,116,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,3299650.8712330936,1.0,0.006870890041554,1.0,0.0244285314522341,0.0,1.0,1
179,216,71032440,96,51.65775630950844,-116.41422511452993,20071661.76,1931.3799124358495,96,51.65775630950844,51.65775630950844,118,20071661.768029228,118,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.728176,5,5439481.782970042,0.2710030612230731,0.0113266774796257,0.2710030612230732,0.0402704883045645,0.0,1.0,1
180,215,71032440,96,51.65775630950844,-116.41422511452993,20071661.76,1931.3799124358495,96,51.65775630950844,51.65775630950844,118,20071661.768029228,118,1.0,51.75,-116.5,2243,51.75,-116.5,1,51.75,-116.5,480236308.7281018,1,14632179.985059178,0.7289969387769264,0.0304687082570084,0.7289969387769267,0.1512534596932003,0.0,0.0,1
181,1,71028585,97,51.16043065871223,-115.57511768915904,1615975.241,1694.167915267689,97,51.16043065871223,51.16043065871223,2,1615975.241031594,2,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,1615975.241031594,1.0,0.0033286235111464,1.0,0.0209479613918781,2.0,4.0,1
182,79,71030026,98,51.5654464138137,-116.15334183862518,519678.673,1809.3268275310083,98,51.5654464138137,51.5654464138137,49,519678.6726672839,49,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,519678.6726672839,1.0,0.0010762463505557,1.0,0.001219127870944,1.0,1.0,1
183,57,71029022,99,51.4227884118907,-116.18025644424397,139727.368,1542.3192467322715,99,51.4227884118907,51.4227884118907,32,139727.36773177824,32,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.6559312,6,139727.36773177824,1.0,0.0002893731790497,1.0,0.0003277901081857,1.0,1.0,1
184,8,71028597,100,51.17273743993668,-115.61166165139228,6386550.315,1402.249187127386,100,51.17273743993668,51.17273743993668,6,6386550.3171545295,6,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,5162745.307372006,0.8083777706259772,0.0106343432596215,0.8083777706259772,0.0669249049297868,2.0,4.0,1
185,7,71028597,100,51.17273743993668,-115.61166165139228,6386550.315,1402.249187127386,100,51.17273743993668,51.17273743993668,6,6386550.3171545295,6,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1223805.0097825243,0.1916222293740229,0.0025208221173123,0.1916222293740229,0.0030514701937397,2.0,3.0,1
186,13,71028609,101,51.16400741013992,-115.64380379490976,4409814.765,1419.5045562444948,101,51.16400741013992,51.16400741013992,9,4409814.766725584,9,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,4409814.766725584,1.0,0.0090834393619518,1.0,0.0109955574728099,2.0,3.0,1
187,16,71028676,102,51.19318687742,-115.74437868707348,30935777.66,1422.0794577998156,102,51.19318687742,51.19318687742,12,30935777.668760117,12,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,30935777.668760117,1.0,0.0637222367454814,1.0,0.077136147279832,2.0,3.0,1
188,20,71028700,103,51.23331320789638,-115.83037919151587,5919572.952,1439.8104171266095,103,51.23331320789638,51.23331320789638,15,5919572.954046076,15,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,5919572.954046076,1.0,0.0121932745072314,1.0,0.014760031446635,2.0,3.0,1
189,25,71028740,104,51.25697471903276,-115.88530285143452,12086610.34,1443.0692795596449,104,51.25697471903276,51.25697471903276,18,12086610.345846497,18,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,7002894.3066837,0.5793927417450179,0.0144247251092911,0.5793927417450175,0.0183868711745868,2.0,2.0,1
190,26,71028740,104,51.25697471903276,-115.88530285143452,12086610.34,1443.0692795596449,104,51.25697471903276,51.25697471903276,18,12086610.345846497,18,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,5083716.039162804,0.4206072582549828,0.0104715569287745,0.4206072582549826,0.0126758820587755,2.0,3.0,1
191,32,71028852,105,51.29652417796078,-115.99221099534095,19216483.74,1464.18726551272,105,51.29652417796078,51.29652417796078,21,19216483.74848992,21,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,19216483.74848992,1.0,0.03958256165234,1.0,0.0504549969824334,2.0,2.0,1
192,41,71028904,106,51.35559866042717,-116.08453422709972,2190451.174,1494.287981862811,106,51.35559866042717,51.35559866042717,24,2190451.174835366,24,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,2190451.174835366,1.0,0.0045119424453068,1.0,0.005751271089081,2.0,2.0,1
193,50,71028957,107,51.37492420316731,-116.10803025303686,59176.669,1499.0364102450285,107,51.37492420316731,51.37492420316731,27,59176.669245706194,27,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,29588.957565116893,0.5000105268220015,6.094802526720057e-05,0.5000105268220016,7.768907070621814e-05,2.0,2.0,1
194,51,71028957,107,51.37492420316731,-116.10803025303686,59176.669,1499.0364102450285,107,51.37492420316731,51.37492420316731,27,59176.669245706194,27,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,29587.7116805893,0.4999894731779983,6.127568513460865e-05,0.4999894731779984,0.0001208870290035,1.0,2.0,1
195,67,71029798,108,51.15298353152839,-115.672776827222,2908138.914,1435.8498362714915,108,51.15298353152839,51.15298353152839,40,2908138.91528257,40,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,2908138.91528257,1.0,0.0059902524007184,1.0,0.0072512362249737,2.0,3.0,1
196,70,71029857,109,51.193891459932814,-115.5598044303282,9532270.335,1415.8900537939314,109,51.193891459932814,51.193891459932814,43,9532270.337769534,43,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,9532270.337769534,1.0,0.0196347928825004,1.0,0.1235672589173273,2.0,4.0,1
197,75,71029963,110,51.129999879267935,-115.6872499434643,108162.525,1487.8250122070312,110,51.129999879267935,51.129999879267935,46,108162.5251885117,46,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,108162.5251885117,1.0,0.0002227956934152,1.0,0.0002696955144439,2.0,3.0,1
198,86,71030100,111,51.21944437413115,-115.81818102995972,501991.313,1470.2656053112398,111,51.21944437413115,51.21944437413115,54,501991.31292852206,54,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,501991.31292852206,1.0,0.0010340134206132,1.0,0.0012516794069913,2.0,3.0,1
199,97,71030287,112,51.34737648573619,-116.0675000038875,145338.296,1492.0629973234954,112,51.34737648573619,51.34737648573619,59,145338.29592315416,59,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,145338.29592315416,1.0,0.0002993712134914,1.0,0.000381601721637,2.0,2.0,1
200,113,71030690,113,51.13122800824269,-115.6939912610412,102751.695,1484.7316059313323,113,51.13122800824269,51.13122800824269,70,102751.69540122215,70,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,102751.69540122215,1.0,0.0002116503399547,1.0,0.0002562039976685,2.0,3.0,1
201,122,71030774,114,51.15867757044283,-115.62434037387196,1502535.177,1442.9007405891691,114,51.15867757044283,51.15867757044283,73,1502535.177844996,73,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,740442.5926133315,0.4927955122324043,0.0015251809308996,0.4927955122324047,0.0018462406048954,2.0,3.0,1
202,123,71030774,114,51.15867757044283,-115.62434037387196,1502535.177,1442.9007405891691,114,51.15867757044283,51.15867757044283,73,1502535.177844996,73,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,762092.5852316632,0.5072044877675949,0.0015697760909091,0.5072044877675953,0.0098790412421655,2.0,4.0,1
203,146,71031120,115,51.25903031764524,-115.94162994622825,1089418.738,1467.2970581054688,115,51.25903031764524,51.25903031764524,84,1089418.7380251908,84,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,1089418.7380251908,1.0,0.0022440101387687,1.0,0.0028603890211697,2.0,2.0,1
204,155,71031359,116,51.372083330562646,-116.10333333333284,0.0,1502.0999755859375,116,51.372083330562646,51.372083330562646,89,3.219977987967137e-06,89,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,3.219977987967137e-06,1.0,6.632585799569227e-15,1.0,8.454407257475031e-15,2.0,2.0,1
205,166,71031506,117,51.246739394997824,-115.84571755655234,1046550.209,1440.976313954776,117,51.246739394997824,51.246739394997824,94,1046550.2096413798,94,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1046550.2096413798,1.0,0.0021557085436434,1.0,0.0026094980372242,2.0,3.0,1
206,2,71028585,118,51.17234685016804,-115.57220886924314,4117252.192,1409.597142016794,118,51.17234685016804,51.17234685016804,3,4117252.192840009,3,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,4117252.192840009,1.0,0.0084808121451526,1.0,0.0533721295885571,2.0,4.0,1
